farmer_id,farmer_name,aadhaar,aadhaar_hash,dob,gender,state_lgd_code,district_lgd_code,sub_district_lgd_code,village_lgd_code,mobile_no,address,farmer_category,caste_category,farm_area_ha,crop
FARM0046,Sunita Patil,XXXX-XXXX-0383,23e3e0377d8b588e4e11b1d58b0d6ccb4b269f3e15e249eb6bdcbadba86bd444,1985-04-03,Female,27,497,,550323,9963783732,"Vill. C, Tal. Y",Big Farmer (Land >=2 Hectare),ST,2.7,Groundnut
FARM0069,Sunita Mehta,XXXX-XXXX-9518,0d03c8ee2385f7f37ee7abe34347b76bc0a6406ac5a2b8b42ed3f6a4b8ef36d1,1959-12-16,Female,27,469,,552577,8769594786,"Vill. B, Tal. Z",Marginal Farmer (Land < 1 Hectare),ST,0.76,Groundnut
FARM0043,Priti Deshmukh,XXXX-XXXX-0648,7cab650cb5fb4e75ec219583179f037a74fe83643e8930fe11656dd1497a052a,1990-02-07,Female,27,466,,558532,8647440615,"Vill. C, Tal. X",Small Farmer (Land >=1 & <2 Hectare),ST,1.75,Groundnut
FARM0083,Priya Singh,XXXX-XXXX-0623,5f197dbe9ff7b71af8a718c7c83828c18da67e0ab63ba61b0c9c269b6369197e,1959-04-26,Female,27,497,,534259,7436260683,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),ST,4.96,Jowar
FARM0093,Geeta Mehta,XXXX-XXXX-3086,b9d18b73416606de7ed297aacd9ac32a33e59a6c39007dc7b4bf5b86b57b6f5b,1998-12-20,Female,27,498,,558123,9486009336,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),ST,4.81,Maize
FARM0057,Kavita Mehta,XXXX-XXXX-3303,65bb6aa58bb77297af7121989372a920034e3fee2a666ed2c4e423cd4e07376f,1990-02-21,Female,27,497,,550323,7665730950,"Vill. C, Tal. Y",Marginal Farmer (Land < 1 Hectare),ST,0.73,Maize
FARM0001,Priti Yadav,XXXX-XXXX-6761,8f8731dcbb7c213fdcd4d309cfd3d0d7de84e1b050b98825c6e0e10f17662f09,1986-09-27,Female,27,469,,558532,9263940344,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),ST,3.12,Rice
FARM0022,Priti Patil,XXXX-XXXX-8720,63b5cbec4a5b15ec85f42d4fef5be221495a0946ee577c39b34bb03e807244ad,1982-11-11,Female,27,469,,558532,6835166741,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),ST,3.68,Tur
FARM0063,Priti Patel,XXXX-XXXX-4232,a0c465ec4a4c2bd9ea3444609a54c3da9d4552c6d5a92597698f8203a2543066,1970-12-02,Female,27,487,,552577,8033568771,"Vill. B, Tal. Z",Marginal Farmer (Land < 1 Hectare),ST,0.88,Tur
FARM0051,Priya Sharma,XXXX-XXXX-2918,88235c265150893848ce0e1e21a8ca3b38f67e992befd7a62ea7e878d1040355,1959-10-12,Female,27,466,,548378,8148566394,"Vill. A, Tal. X",Small Farmer (Land >=1 & <2 Hectare),ST,1.69,Tur
FARM0021,Priya Joshi,XXXX-XXXX-5044,dfd96b8dedbae24b3d67505b2bd446a151b345fdba76f9bd148f7e413e6d2e8e,1972-12-30,Female,27,497,,558532,9143097614,"Vill. E, Tal. Z",Big Farmer (Land >=2 Hectare),ST,3.07,Wheat
FARM0027,Geeta Singh,XXXX-XXXX-6093,e9f2930beee6316b52a584c7214ab8aca6393eba260958434ceaa5e47bbcb3aa,1971-08-26,Female,27,498,,558532,9613274524,"Vill. C, Tal. Z",Marginal Farmer (Land < 1 Hectare),ST,0.96,Wheat
FARM0052,Anita Khan,XXXX-XXXX-0109,d3a505e8738de3e0d4b9e97afca7b78d18839f9a78f1644b23befe09691797c8,1971-11-30,Female,27,487,,558123,8759829738,"Vill. D, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),ST,1.2,Wheat
FARM0115,Kavita Patel,8622-3079-9447,87b34037db6096eb28dc327f5c27ed0c0eb84ac046872eb9d40b85af9e513ea5,1964-01-17,Female,9,401,,598767,8203582356,"Vill. D, Tal. X",Big Farmer (Land >=2 Hectare),ST,1.7,Maize
FARM0117,Anjali Gupta,8921-1046-1630,c5b34d26625a0a769c27c83a6d4cf22f4567beae9b684b66e979c25ebbf85396,1990-01-16,Female,13,195,,595516,7508449274,"Vill. A, Tal. X",Marginal Farmer (Land <1 Hectare),ST,2.83,Rice
FARM0118,Amit Sharma,2654-4533-1165,c741dad62d29fe2e4e8f0d0313af7390d31522e86e1803301fec29ce0ecdc74b,1950-12-26,Female,33,267,,594490,7925166396,"Vill. A, Tal. X",Big Farmer (Land >=2 Hectare),ST,4.69,Rice
