farmer_id,farmer_name,aadhaar,aadhaar_hash,dob,gender,state_lgd_code,district_lgd_code,sub_district_lgd_code,village_lgd_code,mobile_no,address,farmer_category,caste_category,farm_area_ha,crop
FARM0138,Kavita Jain,6835-1534-8712,286675794a374e7f4a300b9bd2f0fba40521559296a285fcf38c729968224adc,2002-05-09,Female,4,340,,598613,8114801727,"Vill. A, Tal. X",Big Farmer (Land >=2 Hectare),SC,3.41,Cotton
FARM0154,Rajesh Patel,1413-3240-1707,affb9d2aaa556dfadab64aa2bc69869e7e987b4a87a6c028951960e6e4c65d7d,2013-12-22,Female,22,152,,591281,7740452480,"Vill. A, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,2.59,Cotton
FARM0160,Rajesh Deshmukh,1387-7751-9313,37738a294b9a945ef8277f67002a0910bd8618be61950397494ff61dc2ceae30,1975-06-21,Female,19,172,,507241,7108156403,"Vill. C, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,2.92,Cotton
FARM0190,Rohan Jain,7097-4737-1452,27327fb4ee6cb565882931b869cd84edb6d7696dc24a10aa8d73f97d1475e50a,2017-01-20,Female,10,204,,559162,8482449353,"Vill. A, Tal. Z",Big Farmer (Land >=2 Hectare),SC,1.46,Cotton
FARM0220,Rohan Kumar,4154-3725-8797,30db31da72bee108bac0c7166e37442dbb1655ef09dcafca08bcf25c1a618c22,1976-07-02,Female,30,205,,591785,8485241884,"Vill. B, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,4.01,Cotton
FARM0437,Vikas Yadav,3441-8124-3971,ffc6ab08abfc7fdc7139a88bf68f9f55319312e293326ec913901ae0a1ee7f15,2009-01-18,Female,28,763,,536496,6759653475,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.04,Cotton
FARM0442,Sunita Yadav,5591-3934-6741,97ecebad25fde2e8424baa54539f7524fea4013ea8ae4fdae68d958fb9996eb0,2017-07-05,Female,16,166,,508311,6134746508,"Vill. C, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,1.1,Cotton
FARM0466,Deepak Chauhan,9455-1131-3784,5e11ec7627537cb90b2230d3a235c83d1b1c2db72dc00d1a61626af1036856d0,1989-04-12,Female,4,103,,576454,8125735195,"Vill. D, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,3.98,Cotton
FARM0486,Meena Deshmukh,5676-2817-7383,c7cf326dc26cbf2fe4c97ae780b65510f587d3a731c547519e8c8b1fd4c349dd,1989-05-22,Female,1,106,,513101,9423081759,"Vill. D, Tal. X",Big Farmer (Land >=2 Hectare),SC,4.17,Cotton
FARM0505,Rajesh Gupta,5268-9829-6295,254e592fa5258075dbf762fd60816d924dd18e53359c373c209a4e829cfaded0,2020-01-20,Female,10,831,,591535,9675034321,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),SC,1.76,Cotton
